ID,ENTITAT,SECTORSEMANTIC1,SECTORSEMANTIC2,ANY_CONSTITUCIO,WEB
935,ASSOCIACIÓ OH HAPPY SINGERS COR,Culturals,musical,2022,
885,ASSOCIACIÓ VOLUNTARIS PROTECCIÓ CIVIL BADALONA,Sociosolidàries,altres entitats sociosolidàries,2019,
625,ASSOCIACIÓN DE PADRES DE ALUMNOS DEL COLEGIO ESPECIAL LLEVANT,Educació,ampas,2013,
855,ASSOCIACION OSSAIN,Lleure,altres entitats de lleure,2017,
545,ASSOCIACIONS FEDERADES DE FAMÍLIES D'ALUMNES DE CATALUNYA (AFFAC),Educació,ampas,2020,www.fapac.net
805,ASSOIAIÓ ONA MAR LLEFIÀ,Culturals,comunicació,2014,www. onamar.net
275,AV. DE CAN MERCADER,Sociosolidàries,veïnal,2013,
745,AV. SANT JOAN DE LLEFIÀ DE BADALONA,,,2013,
495,"BADABICIS, ASSOCIACIÓ D'USUARIS DE LA BICICLETA DE BADALONA",Sociosolidàries,medi ambient,2003,
485,CASAL ANTONI SALA I FONT,Culturals,activitats diverses,2003,
375,CENTRO CULTURAL GRUPO MAGREBÍ ANAHDA,Culturals,cultura estrangera,2013,
235,"CLUB DE FANS DE ELVIS, de Badalona",,,1996,
415,CLUB DE FUTBOL SALA JOLIS 2000,Esportives,futbol,2001,
565,CLUB DE REM BADALONA,Esportives,altres activitats esportives,2013,www.rembadalona.cat
755,CLUB ESPORTIU MARMUN ESPORT,Esportives,altres activitats esportives,2012,
575,CLUB FUTBOL SALA BAKANOS,Esportives,futbol,2005,
505,CLUB PATI BADALONA,Esportives,altres activitats esportives,2003,
115,CLUB PETANCA SAN JUAN DE LLEFIA ALTO,Esportives,petanca,2019,www.daltlavila.org
735,CLUB RÍTMICA MONTIGALÀ BADALONA,,,2012,
915,CLUB VOLEI BADALONA,,,2021,www.cvbadalona.com
945,CONVENTO DE LA MARE DE DEU DEL CARME,Sociosolidàries,altres entitats sociosolidàries,2023,
245,COORDINADORA BADALONA SOLIDARIA,Sociosolidàries,altres entitats sociosolidàries,1987,
405,EDICIONS FET A MA,Culturals,comunicació,2001,
55,ENTORN INICIATIVES DE LLEURE,Lleure,altres entitats de lleure,1988,
835,FEDERACIÓ COMISSIÓ SUPERIOR DE LA CULTURA I DELS MUSULMANS CATALANS (FCSCIM.CAT),Sociosolidàries,altres entitats sociosolidàries,2020,
645,FEDERACIÓ D'ASSOCIACIONS DE MARES I PARES D'ALUMNES DE CENTRES PÚBLICS DE BADALO,Educació,ampas,2008,
365,"FUNDACIÓ ""ACOLLIDA I ESPERANÇA""",,,2013,www.acollida.org
905,"FUNDACIÓ PRESÈNCIA, ACCÉS I MOBILITAT",,,2020,
445,FUNDACION FAMILIAS UNIDAS,Sociosolidàries,internacional,2020,www.familiasunidas.org
635,GESTA,Sociosolidàries,internacional,2012,www.gesta-africa.org
45,GRUPO AMIGOS DEL MINUSVALIDO -GAM-,Sociosolidàries,discapacitats/des,2010,
215,LLAR DEL SORD DE BADALONA,Sociosolidàries,discapacitats/des,1987,
825,MARLEY'S DREAM ASSOCIACIÓ CANNÀBICA,Culturals,altres entitats culturals,2016,
15,ORFEO BADALONI,,,2012,
715,"SOLIDARIDAD, EDUCACIÓN Y DESARROLLO (SED)",Sociosolidàries,internacional,2011,www.maristes.org/sed
515,SPORT CICLISTA BETULO,Esportives,ciclisme,2013,www.sportciclistabetulo.es
455,UNIÓ GIMNÀSTICA I ESPORTIVA DE BADALONA,Esportives,atletisme,2020,ugab.iespana.es
665,VEU ANIMAL,,,2013,www.veuanimal.org
