ID,ENTITAT,SECTORSEMANTIC1,SECTORSEMANTIC2,ANY_CONSTITUCIO,WEB
14,AV. SISTRELLS,Sociosolidàries,veïnal,2020,
314,CASTELLERS DE BADALONA,Culturals,tradicionals,2020,www.castellersdebadalona.cat
404,CENTRE DE DOCUMENTACIO ANTIAUTORITARI I LLIBERTARI CEDALL,Culturals,activitats diverses,2001,www.cedall.org
214,CLUB ESPORTIU DE SORDS DE BADALONA,Esportives,altres activitats esportives,2012,www.llarsordbadalona.org
764,CLUB ESQUAIX CASAGEMESBADALONA,Esportives,altres activitats esportives,2013,
344,CLUB FUTBOL BADALONA,Esportives,futbol,2013,
514,CLUB FUTBOL BUFALA,Esportives,futbol,2003,
574,CLUB FUTBOL SISTRELLS,Esportives,futbol,2013,www.cfsistrells.com
134,CLUB PETANCA MONTIGALA,Esportives,petanca,2017,
64,COOPERATIVA LA MORAL DE BADALONA,Culturals,activitats diverses,2013,www.cooperativalamoral.com
34,EL MICAQUER ESPLAI I TEMPS LLIURE,Lleure,esplais,2013,www.elmicaquer.com
794,ESPIRITU DE SANTA CRUZ DE LA SIERRA,Culturals,cultura estrangera,2013,
884,FUNDACIÓ PER A LA RECERCA BIOMECÀNICA GERMANS TRIAS I PUJOL,Sociosolidàries,altres entitats sociosolidàries,2019,www.igtp.catSevei de Salut
504,FUNDACIÓ PRIVADA BADALONA CONTRA EL CÀNCER,Sociosolidàries,suport social,2003,
944,FUNDACIÓ PRIVADA CORAVANT,Sociosolidàries,suport social,2023,
924,FUNDACIÓ PRIVADA GUNÉ PER A LA INFÀNCIA I EL CODESENVOLUPAMENT,Sociosolidàries,infància,2020,www.projectes@fundaciogune.org
614,FUTBOL CLUB DIAGONAL,Esportives,futbol,2020,
144,GREMIO COMARCAL DE HOSTELERIA Y TURISMO DE BADALONA,,,2013,ght.cat
254,GRUP DE TEATRE EL GRIS SALESIANS BADALONA,Culturals,teatre,1987,www.elgristeatre.com
704,IGLESIA EVANGÉLICA PASIÓN DE MULTITUDES MARANATA,Culturals,altres entitats culturals,2011,
384,INFANCIA CON FUTURO,Sociosolidàries,altres entitats sociosolidàries,2013,infanciaconfuturo.org
784,IPANEMA (Asociación de usuarios/as de Cannabis),Lleure,altres entitats de lleure,2014,
124,PASSADA DE SANT ANTONI ABAD DE BADALONA,Culturals,tradicionals,2012,
294,PENYA BARCELONISTA D'ARTIGUES I BADALONA SUD,,,2012,
484,PENYA BLANC I BLAVA BADALONA 2002,Esportives,futbol,2003,
174,PEÑA MADRIDISTA SISTRELLS,Esportives,altres activitats esportives,1993,
534,PLATAFORMA PER A UN EQUIPAMENT SOCIOCULTURAL PER  PERSONES I ENTITATS DE BUFALÀ,Sociosolidàries,suport social,2004,www.canbarriga.org
464,PROGAT BADALONA,Sociosolidàries,protectora animals,2004,www.progatbdn.org
724,PUNT D'ART,Culturals,altres entitats culturals,2013,
284,RACO DE L'ART I LA MUSICA,Culturals,musical,2012,
334,RINCÓN EXTREMEÑO,Culturals,tradicionals,2013,
674,"SOCIEDAD DE CAZADORES CAN MAYOT ""AMIGOS DEL PERRO""",Esportives,altres activitats esportives,2013,
624,"TAI CHI, SALUT I CONCIÈNCIA",Educació,altres entitats d'educació,2013,
894,ZONA CATALUÑA DE LA IGLESIA DE FILADELFIA,,,2019,
